"commune","code_INSEE","surface_parcourue_m2","annee","mois","jour","heure","nature_inc_prim","nature_inc_sec"
"Salon-de-Provence","13103",82100,2019,"Aug",14,22,"Involontaire","particulier"
"Septèmes-les-Vallons","13106",104400,2019,"Sep",5,17,"Involontaire","particulier"
"Oletta","2B185",50000,2019,"Sep",8,12,"Malveillance",NA
"Pie-d'Orezza","2B222",100000,2019,"Feb",24,10,"Malveillance",NA
"Vendres","34329",55176,2019,"Sep",4,16,"Involontaire","travaux"
"Aumes","34017",252400,2019,"Sep",8,16,"Malveillance",NA
"Linguizzetta","2B143",219200,2019,"Sep",13,14,"Malveillance",NA
"Les Plans","34205",112742,2019,"Sep",4,14,"Accidentelle",NA
"Saint-Dizier-en-Diois","26300",57300,2019,"Feb",23,14,"Malveillance",NA
"Rosis","34235",189162,2019,"Sep",15,12,"Malveillance",NA
"Saint-Pargoire","34281",326900,2019,"Sep",5,17,"Malveillance",NA
"Erbajolo","2B105",71400,2019,"Sep",17,12,"Malveillance",NA
"Taussac-la-Billière","34308",52731,2019,"Sep",6,17,"Malveillance",NA
"Montesquieu","34168",111935,2019,"Sep",7,6,"Malveillance",NA
"Calcatoggio","2A048",83000,2019,"Sep",10,11,"Malveillance",NA
"Notre-Dame-de-la-Rouvière","30190",87701,2019,"Sep",5,13,"Malveillance",NA
"Cabrières","34045",57257,2019,"Sep",18,12,"Involontaire","particulier"
"Volpajola","2B355",566000,2019,"Oct",4,10,"Malveillance",NA
"Tolla","2A326",710000,2019,"Feb",23,19,"Involontaire","travaux"
"Sartène","2A272",208000,2019,"Oct",9,14,"Accidentelle",NA
"Passa","66134",50000,2019,"Apr",12,11,"Malveillance",NA
"Torreilles","66212",150000,2019,"May",30,13,"Malveillance",NA
"Sainte-Marie-la-Mer","66182",50000,2019,"May",30,15,"Malveillance",NA
"Le Pouget","34210",56401,2019,"Oct",6,17,"Accidentelle",NA
"Tautavel","66205",80000,2019,"Jul",5,14,"Malveillance",NA
"Pertuis","84089",212100,2019,"Sep",8,16,"Accidentelle",NA
"La Palud-sur-Verdon","4144",150600,2019,"Feb",28,17,"Involontaire","travaux"
"Saint-Pargoire","34281",388500,2019,"Sep",6,6,"Malveillance",NA
"Ponteilla","66145",50000,2019,"Jul",15,1,"Malveillance",NA
"Argelès-sur-Mer","66008",300000,2019,"Jul",15,13,"Malveillance",NA
"Villeneuve-de-la-Raho","66227",365000,2019,"Jul",15,13,"Malveillance",NA
"Saint-André","66168",100000,2019,"Jul",16,13,"Malveillance",NA
"Millas","66108",880000,2019,"Jul",16,14,"Involontaire","particulier"
"Villelongue-de-la-Salanque","66224",180000,2019,"Aug",14,17,"Malveillance",NA
"Gourdon","7098",70000,2019,"Feb",28,17,"Involontaire","travaux"
"Sisco","2B281",996300,2019,"Feb",23,13,"Malveillance",NA
"Ille-sur-Têt","66088",50000,2019,"Aug",22,12,"Involontaire","travaux"
"Banyuls-sur-Mer","66016",330000,2019,"Sep",5,5,"Malveillance",NA
"Gréolières","6070",80000,2019,"Jan",12,11,"Involontaire","particulier"
"Montbazin","34165",154537,2019,"Jun",5,14,"Malveillance",NA
"Senez","4204",197300,2019,"Mar",1,9,"Involontaire","travaux"
"Lantosque","6074",370000,2019,"Feb",25,12,"Malveillance",NA
"Valdeblore","6153",342100,2019,"Mar",4,15,"Malveillance",NA
"Lachapelle-Graillouse","7121",90000,2019,"Mar",4,15,"Malveillance",NA
"Villefort","48198",100000,2019,"Feb",13,15,"Involontaire","travaux"
"Pied-de-Borne","48015",85000,2019,"Feb",16,10,"Involontaire","travaux"
"Florac Trois Rivières","48061",57700,2019,"Feb",27,15,"Involontaire","travaux"
"Cans et Cévennes","48166",143500,2019,"Feb",28,15,"Involontaire","travaux"
"Saint-Julien-d'Arpaon","48162",220000,2019,"Feb",27,15,"Involontaire","travaux"
"Tiranges","43246",100000,2020,"Apr",15,12,"Involontaire","particulier"
"Montpezat-de-Quercy","82131",80000,2020,"Jul",13,14,"Accidentelle",NA
"Fère-en-Tardenois","2305",100000,2020,"Jul",27,16,"Accidentelle",NA
"Varen","82187",700000,2020,"Aug",10,14,"Accidentelle",NA
"Asquins","89021",370000,2020,"Jul",13,15,"Malveillance",NA
"Dun-sur-Grandry","58107",216242,2020,"Aug",27,18,"Involontaire","travaux"
"Concorès","46072",120000,2020,"Sep",10,16,"Involontaire","travaux"
"Présailles","43156",62000,2020,"Sep",18,13,"Accidentelle",NA
"Saint-Vérain","58270",75250,2020,"Sep",14,15,"Involontaire","travaux"
"Blannay","89044",50000,2020,"Sep",14,17,"Accidentelle",NA
"Toucy","89419",72000,2020,"Sep",15,17,"Involontaire","travaux"
"Saint-Angel","3217",250000,2020,"Aug",25,13,"Malveillance",NA
"Lurcy-Lévis","3155",55000,2020,"Sep",18,18,"Accidentelle",NA
"Sully-sur-Loire","45315",50500,2020,"Jul",7,16,"Involontaire","travaux"
"Cléry-Saint-André","45098",100000,2020,"Jul",27,13,"Involontaire","particulier"
"Fontainebleau","77186",50000,2020,"Aug",7,12,"Involontaire","particulier"
"Eymoutiers","87064",140000,2020,"Aug",11,21,"Accidentelle",NA
"La Possession","97408",108106,2020,"Oct",31,14,"Accidentelle",NA
"Villaudric","31581",200000,2020,"Aug",7,15,"Malveillance",NA
"Sainte-Eanne","79246",80000,2020,"Jul",30,17,"Accidentelle",NA
"Loubillé","79154",70000,2020,"Aug",4,11,"Involontaire","travaux"
"Champs-sur-Tarentaine-Marchal","15038",50000,2020,"Apr",11,15,"Involontaire","travaux"
"Vebret","15250",180000,2020,"Aug",6,12,"Involontaire","travaux"
"Saint-Pierre-de-Côle","24485",80000,2020,"Jul",14,17,"Accidentelle",NA
"Montpon-Ménestérol","24294",50000,2020,"Sep",3,14,"Malveillance",NA
"Assat","64067",71000,2020,"Sep",17,13,"Involontaire","travaux"
"Etsaut","64223",700000,2020,"Feb",24,14,"Involontaire","travaux"
"Viodos-Abense-de-Bas","64559",50000,2020,"Sep",18,13,"Malveillance",NA
"Seignosse","40296",60000,2020,"Aug",3,16,"Involontaire","particulier"
"Trensacq","40319",120000,2020,"Aug",16,12,"Accidentelle",NA
"Arengosse","40006",50000,2020,"Aug",12,15,"Naturelle",NA
"Callen","40060",84391,2020,"Aug",13,20,"Naturelle",NA
"Le Barp","33029",125500,2020,"Mar",1,15,"Naturelle",NA
"Hostens","33202",214300,2020,"Sep",7,15,"Accidentelle",NA
"Hostens","33202",362600,2020,"Sep",9,14,"Accidentelle",NA
"Le Barp","33029",212400,2020,"Sep",16,14,"Accidentelle",NA
"Laruscade","33233",60000,2020,"Sep",17,17,"Accidentelle",NA
"Hostens","33202",50000,2020,"Sep",18,5,"Malveillance",NA
"Molezon","48098",93400,2020,"Apr",15,12,"Involontaire","particulier"
"Santo-Pietro-di-Venaco","2B315",110000,2020,"Feb",2,11,"Malveillance",NA
"Aghione","2B002",898200,2020,"Jun",5,14,"Malveillance",NA
"Comps","30089",86050,2020,"Jul",5,9,"Accidentelle",NA
"Loupian","34143",135801,2020,"Jul",7,15,"Involontaire","particulier"
"Péret","34197",517100,2020,"Jul",8,14,"Malveillance",NA
"Castello-di-Rostino","2B079",322600,2020,"Jul",13,11,"Malveillance",NA
"Port-de-Bouc","13077",62000,2020,"Jun",26,11,"Involontaire","travaux"
"Quarante","34226",295700,2020,"Jul",14,15,"Accidentelle",NA
"Montfroc","26200",104200,2020,"Jul",21,12,"Malveillance",NA
"Poggio-Mezzana","2B242",196800,2020,"Feb",10,18,"Malveillance",NA
"Saint-Vallier-de-Thiey","6130",392700,2020,"Feb",11,6,"Accidentelle",NA
"Gréolières","6070",195400,2020,"Feb",11,11,"Accidentelle",NA
"La Souche","7315",200000,2020,"Feb",15,20,"Involontaire","travaux"
"Feliceto","2B112",194400,2020,"Aug",3,23,"Malveillance",NA
"Aumelas","34016",67959,2020,"Aug",6,15,"Malveillance",NA
"Pietracorbara","2B224",741300,2020,"Feb",10,14,"Malveillance",NA
"Gréoux-les-Bains","4094",74800,2020,"Aug",6,17,"Involontaire","travaux"
"Saint-Vincent-sur-Jabron","4199",351400,2020,"Aug",7,15,"Accidentelle",NA
"Loreto-di-Casinca","2B145",50000,2020,"Aug",8,6,"Malveillance",NA
"Olmo","2B192",200000,2020,"Feb",11,8,"Accidentelle",NA
"Mosset","66119",150000,2020,"Feb",24,12,"Involontaire","travaux"
"Béziers","34032",236085,2020,"Aug",14,17,"Malveillance",NA
"La Faurie","5055",628500,2020,"Aug",10,15,"Naturelle",NA
"Digne-les-Bains","4070",55900,2020,"Aug",24,15,"Malveillance",NA
"Espira-de-l'Agly","66069",50000,2020,"Mar",13,0,"Malveillance",NA
"Générargues","30129",130605,2020,"Jul",19,16,"Malveillance",NA
"Milhaud","30169",409541,2020,"Aug",1,15,"Malveillance",NA
"Val-d'Aigoual","30339",663168,2020,"Feb",24,15,"Involontaire","travaux"
"Ajaccio","2A004",100000,2020,"Aug",13,11,"Malveillance",NA
"Appietto","2A017",120000,2020,"Aug",13,16,"Involontaire","particulier"
"Ampus","83003",311000,2020,"Feb",19,11,"Involontaire","travaux"
"Bastelica","2A031",56038,2020,"Jan",12,15,"Involontaire","travaux"
"Sermano","2B275",121520,2020,"Sep",6,13,"Malveillance",NA
"Magalas","34147",56520,2020,"Sep",3,16,"Malveillance",NA
"Arrigas","30017",89533,2020,"Sep",4,13,"Involontaire","particulier"
"Rognac","13081",87400,2020,"Aug",5,16,"Involontaire","particulier"
"Port-de-Bouc","13077",832200,2020,"Aug",4,16,"Malveillance",NA
"Coudoux","13118",117300,2020,"Aug",3,18,"Involontaire","particulier"
"Aubagne","13005",91600,2020,"Aug",4,17,"Involontaire","travaux"
"Vitrolles","13117",313100,2020,"Aug",23,13,"Involontaire","particulier"
"Roquebrun","34232",69471,2020,"Sep",25,16,"Involontaire","particulier"
"Prévenchères","48119",180100,2020,"Sep",7,15,"Accidentelle",NA
"Val-d'Aigoual","30339",104450,2020,"Feb",23,13,"Involontaire","travaux"
"Cambia","2B051",50000,2020,"Oct",11,11,"Malveillance",NA
"Labeaume","7115",50000,2020,"Sep",18,14,"Involontaire","particulier"
"Ensuès-la-Redonne","13033",53600,2020,"Sep",19,19,"Involontaire","travaux"
"La Rochette","4170",58800,2020,"Feb",7,14,"Involontaire","travaux"
"Aubignosc","4013",92500,2020,"Nov",21,6,"Accidentelle",NA
"Le Barcarès","66017",100000,2020,"Jul",4,13,"Malveillance",NA
"Saint-Estève","66172",80000,2020,"Jul",7,10,"Involontaire","travaux"
"Estagel","66071",286300,2020,"Jul",10,16,"Malveillance",NA
"Laroque-des-Albères","66093",80000,2020,"Jul",17,16,"Malveillance",NA
"Saint-Hippolyte","66176",200000,2020,"Aug",3,19,"Involontaire","particulier"
"Céret","66049",50000,2020,"Aug",5,17,"Accidentelle",NA
"Calce","66030",110000,2020,"Aug",21,14,"Malveillance",NA
"Banyuls-dels-Aspres","66015",50000,2020,"Aug",23,0,"Malveillance",NA
"Carcheto-Brustico","2B063",250000,2020,"Feb",26,11,"Malveillance",NA
"Causses-et-Veyran","34061",79565,2020,"Nov",7,10,"Malveillance",NA
"Tavaco","2A323",70000,2020,"Nov",8,11,"Malveillance",NA
"Pont de Montvert - Sud Mont Lozère","48116",819600,2020,"Feb",23,17,"Malveillance",NA
"Saint-Privat-de-Vallongue","48178",77400,2020,"Mar",18,12,"Involontaire","particulier"
"Roquebillière","6103",95000,2020,"Mar",22,11,"Malveillance",NA
"Roquebillière","6103",112000,2020,"Mar",22,13,"Malveillance",NA
"Montendre","17240",150000,2021,"Apr",4,15,"Involontaire","travaux"
"Saint-Paul","97415",140594,2021,"Aug",3,17,"Malveillance",NA
"Saint-Hilaire-les-Places","87150",100000,2021,"Apr",3,16,"Accidentelle",NA
"Saint-Paul","97415",384400,2021,"Oct",2,7,"Malveillance",NA
"Saint-Sauveur-en-Puisaye","89368",50000,2021,"Apr",21,19,"Involontaire","travaux"
"Anzat-le-Luguet","63006",90000,2021,"Feb",25,13,"Involontaire","travaux"
"Anzat-le-Luguet","63006",80000,2021,"Mar",6,14,"Involontaire","travaux"
"Entraygues-sur-Truyère","12094",60000,2021,"Feb",22,1,"Accidentelle",NA
"Fondamente","12155",60000,2021,"Mar",30,15,"Involontaire","travaux"
"Mimizan","40184",600000,2021,"Aug",28,15,"Involontaire","particulier"
"Saint-Magne","33436",50000,2021,"Apr",19,15,"Malveillance",NA
"Saint-Aubin-de-Médoc","33376",50000,2021,"Aug",31,2,"Accidentelle",NA
"Pouzolles","34214",216018,2021,"Mar",21,10,"Involontaire","travaux"
"Brenas","34040",97834,2021,"Mar",24,12,"Involontaire","travaux"
"Villeveyrac","34341",221628,2021,"Mar",29,11,"Involontaire","travaux"
"Volpajola","2B355",489000,2021,"Mar",31,12,"Malveillance",NA
"Cruzy","34092",60755,2021,"Jan",17,12,"Malveillance",NA
"Tende","6163",420000,2021,"Apr",7,12,"Involontaire","travaux"
"Ispagnac","48075",62600,2021,"Apr",1,20,"Involontaire","travaux"
"Saint-Léger-de-Peyre","48168",75000,2021,"Apr",2,17,"Involontaire","travaux"
"Prévenchères","48119",114700,2021,"Apr",7,16,"Malveillance",NA
"Saint-Joseph-des-Bancs","7251",57000,2021,"Apr",1,10,"Involontaire","travaux"
"Monieux","84079",308100,2021,"Apr",7,14,"Involontaire","particulier"
"Prunet","7187",165000,2021,"Apr",8,12,"Involontaire","travaux"
"Molines-en-Queyras","5077",55000,2021,"May",8,15,"Involontaire","particulier"
"Volpajola","2B355",80000,2021,"May",17,10,"Malveillance",NA
"Pianello","2B213",50000,2021,"Jan",30,9,"Malveillance",NA
"Lespignan","34135",340439,2021,"May",30,12,"Involontaire","particulier"
"Poilhes","34206",560104,2021,"Jun",7,10,"Malveillance",NA
"Lespignan","34135",188475,2021,"Jun",7,12,"Malveillance",NA
"Auriol","13007",803300,2021,"Apr",6,16,"Involontaire","particulier"
"Espira-de-l'Agly","66069",100000,2021,"Apr",6,5,"Malveillance",NA
"Saint-Féliu-d'Avall","66174",70000,2021,"Jun",14,12,"Involontaire","travaux"
"Ajaccio","2A004",54000,2021,"Jun",25,15,"Involontaire","particulier"
"Port-Vendres","66148",329600,2021,"Jun",16,9,"Involontaire","travaux"
"Seillans","83124",70000,2021,"Jun",30,15,"Accidentelle",NA
"Lumio","2B150",52500,2021,"Jul",5,8,"Malveillance",NA
"Parignargues","30193",54503,2021,"Jul",9,15,"Involontaire","travaux"
"Oletta","2B185",105050,2021,"Jul",14,13,"Malveillance",NA
"Vence","6157",89000,2021,"Jul",14,12,"Involontaire","particulier"
"Alata","2A006",70000,2021,"Jul",9,18,"Malveillance",NA
"Olmi-Cappella","2B190",65000,2021,"Feb",26,14,"Malveillance",NA
"Néfiach","66121",963400,2021,"Jul",18,15,"Involontaire","particulier"
"Baho","66012",304530,2021,"Jul",19,13,"Involontaire","travaux"
"Cerbère","66048",99300,2021,"Jul",31,16,"Involontaire","particulier"
"Vendémian","34328",69781,2021,"Aug",1,13,"Malveillance",NA
"Linguizzetta","2B143",100000,2021,"Aug",7,13,"Malveillance",NA
"Nébian","34180",134100,2021,"Aug",2,14,"Malveillance",NA
"Aigues-Vives","34007",67160,2021,"Aug",16,19,"Involontaire","particulier"
"Aumes","34017",143957,2021,"Aug",18,12,"Malveillance",NA
"Nissan-lez-Enserune","34183",464040,2021,"Aug",18,13,"Involontaire","particulier"
"Appietto","2A017",357000,2021,"Jul",29,17,"Malveillance",NA
"Peri","2A209",78000,2021,"Aug",3,15,"Malveillance",NA
"Salses-le-Château","66190",170000,2021,"Aug",20,15,"Malveillance",NA
"Tautavel","66205",902900,2021,"Aug",26,12,"Involontaire","particulier"
"Isola","6073",98000,2021,"Aug",26,12,"Naturelle",NA
"Ispagnac","48075",154800,2021,"Aug",27,17,"Malveillance",NA
"Martigues","13056",59000,2021,"Jul",16,16,"Involontaire","particulier"
"Pioggiola","2B235",100000,2021,"Mar",13,17,"Malveillance",NA
"Vallecalle","2B333",170000,2021,"Mar",14,8,"Malveillance",NA
"Linguizzetta","2B143",334500,2021,"Sep",7,14,"Malveillance",NA
"Saint-Jean-de-la-Blaquière","34268",153388,2021,"Aug",19,12,"Malveillance",NA
"Cabrières","34045",278905,2021,"Aug",24,12,"Malveillance",NA
"Poussan","34213",61647,2021,"Aug",26,11,"Malveillance",NA
"Le Bosc","34036",113183,2021,"Aug",28,12,"Malveillance",NA
"Alénya","66002",75000,2021,"Aug",28,19,"Malveillance",NA
"Vias","34332",70550,2021,"Sep",27,15,"Involontaire","particulier"
"Alata","2A006",157305,2021,"Oct",10,12,"Involontaire","particulier"
"Dio-et-Valquières","34093",72005,2021,"Oct",12,18,"Involontaire","travaux"
"Lespignan","34135",378600,2021,"Oct",28,13,"Malveillance",NA
"Octon","34186",68072,2021,"Oct",10,12,"Malveillance",NA
"Castelnau-de-Guers","34056",80994,2021,"Oct",13,18,"Malveillance",NA
"Montbazin","34165",445051,2021,"Aug",16,5,"Malveillance",NA
"Murviel-lès-Béziers","34178",54906,2021,"Mar",11,14,"Malveillance",NA
"Palneca","2A200",184200,2021,"Oct",23,16,"Malveillance",NA
"Soveria","2B289",106000,2021,"Oct",25,15,"Malveillance",NA
"Castello-di-Rostino","2B079",70000,2021,"Oct",26,15,"Malveillance",NA
"Venzolasca","2B343",80000,2021,"Dec",19,11,"Malveillance",NA
"Lunas","34144",77012,2021,"Mar",13,17,"Involontaire","travaux"
"Jou-sous-Monjou","15081",50000,2022,"Jan",24,18,"Involontaire","travaux"
"Chaudes-Aigues","15045",150000,2022,"Feb",10,16,"Involontaire","travaux"
"Santenay","21582",75000,2022,"Mar",9,15,"Involontaire","travaux"
"Cabrerets","46040",200000,2022,"Mar",23,12,"Accidentelle",NA
"Saint-Beauzile","81243",849600,2022,"Jun",18,12,"Involontaire","travaux"
"Viviers-lès-Montagnes","81325",122000,2022,"Jun",18,19,"Involontaire","travaux"
"Crespinet","81073",500000,2022,"Jun",19,14,"Accidentelle",NA
"Lieutadès","15106",250000,2022,"May",12,14,"Involontaire","particulier"
"La Ville-aux-Clercs","41275",300000,2022,"Jun",18,12,"Involontaire","travaux"
"Donzy","58102",60000,2022,"Jul",9,20,"Involontaire","particulier"
"Varzy","58304",50100,2022,"Jul",11,16,"Involontaire","particulier"
"Cras","46079",90000,2022,"Jul",10,17,"Involontaire","particulier"
"Hagéville","54244",120000,2022,"Jul",19,12,"Involontaire","travaux"
"Belleserre","81027",110000,2022,"Jul",30,17,"Malveillance",NA
"Le Puy-en-Velay","43157",98500,2022,"Aug",12,17,"Naturelle",NA
"Diarville","54156",60500,2022,"Aug",12,13,"Accidentelle",NA
"Boisset-Saint-Priest","42021",200000,2022,"Jun",17,13,"Involontaire","travaux"
"Paimpont","35211",100000,2022,"Jul",18,10,"Involontaire","particulier"
"Donzy","58102",260000,2022,"Aug",10,13,"Involontaire","particulier"
"Le Crocq","60182",500000,2022,"Jul",19,14,"Involontaire","travaux"
"Chirongui","97606",70000,2022,"Nov",6,0,"Involontaire","travaux"
"Bandrele","97603",50000,2022,"Oct",23,0,"Involontaire","travaux"
"Écaquelon","27209",800000,2022,"Aug",10,13,"Accidentelle",NA
"Les Trois-Bassins","97423",55342,2022,"Dec",19,8,"Malveillance",NA
"Saint-Philibert","56233",50000,2022,"Aug",6,13,"Involontaire","particulier"
"Erdeven","56054",340000,2022,"Aug",6,16,"Malveillance",NA
"Meucon","56132",150000,2022,"Aug",7,3,"Malveillance",NA
"Marzan","56126",200000,2022,"Aug",8,11,"Involontaire","travaux"
"Saint-Lambert-sur-Dive","61413",100000,2022,"Sep",19,15,"Malveillance",NA
"Condé-sur-Sarthe","61117",200000,2022,"Sep",4,13,"Malveillance",NA
"Soligny-la-Trappe","61475",600000,2022,"Aug",27,15,"Malveillance",NA
"Saint-Nicolas-de-Sommaire","61435",100000,2022,"Aug",25,15,"Malveillance",NA
"Longny les Villages","61230",150000,2022,"Aug",25,12,"Malveillance",NA
"Le Renouard","61346",350000,2022,"Aug",24,14,"Malveillance",NA
"Saint-Germain-du-Corbéis","61397",150000,2022,"Aug",23,14,"Malveillance",NA
"Tournai-sur-Dive","61490",110000,2022,"Aug",12,15,"Malveillance",NA
"Bellou-en-Houlme","61040",50000,2022,"Aug",12,13,"Malveillance",NA
"Le Pin-la-Garenne","61329",200000,2022,"Aug",12,11,"Malveillance",NA
"Domfront en Poiraie","61145",100000,2022,"Aug",11,13,"Malveillance",NA
"Sainte-Honorine-la-Chardonne","61407",100000,2022,"Aug",10,17,"Malveillance",NA
"Barville","61026",160000,2022,"Aug",10,14,"Malveillance",NA
"Ménil-Erreux","61263",50000,2022,"Aug",10,12,"Malveillance",NA
"L'Hôme-Chamondot","61206",50000,2022,"Aug",9,18,"Malveillance",NA
"Avoine","61020",100000,2022,"Aug",8,10,"Malveillance",NA
"Chandai","61092",205000,2022,"Aug",7,13,"Malveillance",NA
"Sap-en-Auge","61460",200000,2022,"Aug",5,18,"Malveillance",NA
"Saint-Pierre-du-Regard","61447",200000,2022,"Jul",30,18,"Malveillance",NA
"Bellavilliers","61037",200000,2022,"Jul",30,14,"Malveillance",NA
"Bretoncelles","61061",150000,2022,"Jul",27,13,"Malveillance",NA
"Longny les Villages","61230",1000000,2022,"Jul",26,19,"Malveillance",NA
"Saint-Mard-de-Réno","61418",100000,2022,"Jul",26,17,"Malveillance",NA
"Charencey","61429",100000,2022,"Jul",26,14,"Malveillance",NA
"Saint-Ouen-sur-Iton","61440",100000,2022,"Jul",25,18,"Malveillance",NA
"Bures","61067",400000,2022,"Jul",24,21,"Malveillance",NA
"Saint-Ouen-sur-Iton","61440",100000,2022,"Jul",21,19,"Malveillance",NA
"Le Sap-André","61461",80000,2022,"Jul",19,15,"Malveillance",NA
"Macé","61240",100000,2022,"Jul",19,14,"Malveillance",NA
"Banvou","61024",100000,2022,"Jul",19,14,"Malveillance",NA
"Bures","61067",50000,2022,"Jul",19,0,"Malveillance",NA
"Tinchebray-Bocage","61486",350000,2022,"Jul",18,19,"Malveillance",NA
"Faverolles","61158",400000,2022,"Jul",18,12,"Malveillance",NA
"Domfront en Poiraie","61145",50000,2022,"Jul",17,15,"Malveillance",NA
"Cour-Maugis sur Huisne","61050",100000,2022,"Jul",17,15,"Malveillance",NA
"Mantilly","61248",50000,2022,"Jul",16,19,"Malveillance",NA
"Perche en Nocé","61309",60000,2022,"Jul",15,14,"Malveillance",NA
"Saint-Mars-d'Égrenne","61421",100000,2022,"Jul",15,14,"Malveillance",NA
"Boischampré","61375",400000,2022,"Jul",12,11,"Malveillance",NA
"Chailloué","61081",100000,2022,"Jul",11,15,"Malveillance",NA
"Saint-Symphorien-des-Bruyères","61457",150000,2022,"Jul",8,17,"Malveillance",NA
"Saint-Pierre-d'Entremont","61445",300000,2022,"Jul",8,17,"Malveillance",NA
"Cour-Maugis sur Huisne","61050",250000,2022,"Jun",14,16,"Malveillance",NA
"La Gonfrière","61193",300000,2022,"Jun",12,18,"Malveillance",NA
"Lonrai","61234",200000,2022,"Jun",12,15,"Malveillance",NA
"Almenêches","61002",100000,2022,"Jun",12,15,"Malveillance",NA
"Mahéru","61244",50000,2022,"Mar",25,17,"Malveillance",NA
"Saint-Georges-de-Luzençon","12225",62000,2022,"Mar",28,13,"Accidentelle",NA
"Verrières","12291",155000,2022,"Jun",15,15,"Involontaire","travaux"
"Vif","38545",165800,2022,"Aug",11,14,"Malveillance",NA
"Murasson","12163",307000,2022,"Jun",19,17,"Accidentelle",NA
"Les Albres","12003",64400,2022,"Aug",8,13,"Malveillance",NA
"Broquiès","12037",60000,2022,"Sep",22,15,"Accidentelle",NA
"Vaujany","38527",150000,2022,"Jun",18,18,"Naturelle",NA
"Luz-Saint-Sauveur","65295",400000,2022,"Feb",8,14,"Malveillance",NA
"Ensigné","79111",311000,2022,"Jun",15,13,"Involontaire","travaux"
"Nueil-les-Aubiers","79195",129000,2022,"Jun",27,15,"Involontaire","travaux"
"Assais-les-Jumeaux","79016",129000,2022,"Jul",10,12,"Involontaire","travaux"
"Boussès","47039",228000,2022,"Jul",19,21,"Naturelle",NA
"La Roche-Chalais","24354",597000,2022,"Aug",7,17,"Malveillance",NA
"Molières","24273",122000,2022,"Aug",9,13,"Accidentelle",NA
"Eygurande-et-Gardedeuil","24165",50000,2022,"Aug",4,18,"Malveillance",NA
"Eygurande-et-Gardedeuil","24165",80000,2022,"Aug",7,18,"Malveillance",NA
"Bourriot-Bergonce","40053",60000,2022,"Mar",26,15,"Involontaire","particulier"
"Sanguinet","40287",169660,2022,"Aug",16,15,"Naturelle",NA
"Sore","40307",168180,2022,"Aug",12,19,"Accidentelle",NA
"Laluque","40142",258000,2022,"Oct",20,14,"Accidentelle",NA
"Luxey","40167",184110,2022,"Sep",6,17,"Naturelle",NA
"Laluque","40142",326000,2022,"Aug",2,14,"Involontaire","travaux"
"Créon-d'Armagnac","40087",85990,2022,"Aug",25,17,"Naturelle",NA
"Herm","40123",459000,2022,"Sep",12,15,"Accidentelle",NA
"Parentis-en-Born","40217",118000,2022,"Jul",5,16,"Naturelle",NA
"Garlin","64233",100000,2022,"Sep",14,16,"Involontaire","travaux"
"Esquiule","64217",150000,2022,"Oct",28,19,"Malveillance",NA
"Auros","33021",105000,2022,"May",11,17,"Accidentelle",NA
"Queyrac","33348",194000,2022,"Aug",6,19,"Malveillance",NA
"Le Verdon-sur-Mer","33544",50000,2022,"Aug",10,6,"Malveillance",NA
"Le Pian-Médoc","33322",50000,2022,"Jul",17,3,"Malveillance",NA
"Romilly","41193",80000,2022,"Jul",11,14,"Involontaire","travaux"
"Romilly","41193",80000,2022,"Jul",11,14,"Involontaire","travaux"
"Coussay-les-Bois","86086",51500,2022,"Jul",18,19,"Involontaire","travaux"
"Pero-Casevecchie","2B210",70000,2022,"Jan",12,9,"Malveillance",NA
"Sablières","7202",214923,2022,"Jan",20,17,"Involontaire","particulier"
"Isolaccio-di-Fiumorbo","2B135",50000,2022,"Jan",29,13,"Malveillance",NA
"Albertacce","2B007",493700,2022,"Feb",1,15,"Involontaire","travaux"
"Penta-di-Casinca","2B207",222400,2022,"Feb",1,15,"Malveillance",NA
"Corscia","2B095",321000,2022,"Feb",11,14,"Malveillance",NA
"Mérifons","34156",82618,2022,"Jan",23,11,"Involontaire","travaux"
"Saint-Nazaire-de-Ladarez","34279",63576,2022,"Mar",24,17,"Malveillance",NA
"Pioggiola","2B235",350000,2022,"Feb",24,14,"Malveillance",NA
"Speloncato","2B290",80000,2022,"Feb",26,11,"Malveillance",NA
"Loreto-di-Casinca","2B145",190000,2022,"Feb",26,14,"Malveillance",NA
"Ancelle","5004",339545,2022,"Mar",24,10,"Malveillance",NA
"La Motte-en-Champsaur","5090",446427,2022,"Mar",26,14,"Malveillance",NA
"Genestelle","7093",170980,2022,"Jan",26,12,"Involontaire","particulier"
"Speloncato","2B290",112000,2022,"Mar",12,10,"Malveillance",NA
"Pietralba","2B223",56000,2022,"Mar",24,9,"Malveillance",NA
"Valdeblore","6153",396400,2022,"Mar",24,10,"Involontaire","travaux"
"Barcelonnette","4019",350000,2022,"Mar",26,14,"Involontaire","particulier"
"La Rochette","4170",867100,2022,"Apr",8,13,"Malveillance",NA
"Aubagne","13005",120000,2022,"Mar",26,15,"Involontaire","particulier"
"Sumène","30325",190184,2022,"Apr",14,14,"Accidentelle",NA
"Comps-sur-Artuby","83044",273000,2022,"Apr",9,16,"Involontaire","particulier"
"Banon","4018",59700,2022,"Apr",18,12,"Involontaire","particulier"
"Forciolo","2A117",73000,2022,"Mar",25,18,"Involontaire","travaux"
"Bastelica","2A031",77000,2022,"Apr",13,12,"Involontaire","travaux"
"Pouzolles","34214",97231,2022,"Jan",28,16,"Involontaire","travaux"
